analysis_role,include_in_core_normal_scr_denominator,status,nim,token_id,tx_hash,receipt_status,block_number,gas_used,application_reported_error,onchain_committed,local_cascade_complete_first_attempt,safety_denial,recovery_latency_ms,eventual_consistency,recovery_method
auxiliary_recovery_after_rpc_receipt_timeout,false,pass,20210014,1013,0x118752ceeb42d339ecda6f2b0147e2d80f18a1aae0154d37ee994a67b364a3e9,1,44445576,133700,true,true,false,true,2211,true,explicit local reconciliation without a second blockchain transaction
